START_DAY,END_DAY,COST,MAKE,MODEL
591,988,71050,Mercedes,S-Class
96,519,41955,Toyota,Sequoia
624,943,44168,BMW,7 Series
309,710,82556,Mercedes,E-Class
700,847,10780,Mercedes,GLA
631,952,61446,Chevrolet,Equinox
237,364,10722,Chevrolet,Silverado
341,482,27966,Cadillac,CT6
615,856,28282,Ford,Escape
39,594,87393,BMW,6 Series
580,589,1954,Subaru,Forester
359,706,68882,Chevrolet,Tahoe
336,981,105606,Cadillac,CTS
507,1004,96356,Ford,Ecosport
504,621,22946,Hyundai,Kona
188,469,57460,Mercedes,Maybach
781,986,41324,Infinity,QX70
889,932,3495,Chevrolet,Silverado
62,623,97759,Toyota,Sienna
384,689,51656,Toyota,Corolla
175,216,8920,GMC,Acadia
231,666,20557,Chevrolet,Cruze
602,1017,83058,Mercedes,S-Class
100,427,35998,Chevrolet,Malibu
712,769,6041,Lincoln,Navigator
277,1020,126410,BMW,3 Series
1,964,100507,GMC,Acadia
242,879,44765,Honda,Accord
153,330,35252,Cadillac,XT5
586,895,49852,Lincoln,MKC
164,327,34057,Lexus,RC
28,79,12483,Cadillac,XTS
281,336,10009,Toyota,Sienna
162,297,13746,Chevrolet,Cruze
239,984,45504,Mercedes,E-Class Wagon
194,221,5169,Infinity,QX60
38,73,4404,Ford,Ranger
674,993,23161,GMC,Savana
221,402,16666,Ford,Ecosport
739,752,3617,Chevrolet,Impala
569,822,16188,BMW,Z4
236,815,34056,Dodge,Grand Caravan
177,884,93513,Mercedes,C-Class
218,855,43010,Hyundai,Ioniq
176,595,84986,Kia,Forte
915,1000,19391,Cadillac,CT6
136,597,100025,Chrysler,Pacifica
120,537,38855,Ford,Ranger
484,583,11872,BMW,5 Series
151,382,44269,Lexus,GS
381,956,54177,Lexus,LC
165,306,30460,Toyota,Tacoma
830,977,25380,Dodge,Journey
243,890,100471,Jeep,Wrangler
31,38,796,Toyota,4Runner
220,369,16856,Buick,Regal
735,870,12358,Subaru,WRX
520,869,50089,Ford,Explorer
103,798,113410,Mercedes,Roadster
473,790,40994,Lexus,LX
390,921,86925,Kia,Sedona
387,1018,43222,Kia,K900
428,747,48746,GMC,Savana
104,429,21601,Buick,Encore
248,539,62663,Hyundai,Tucson
304,571,52476,Chevrolet,Volt
881,994,24663,Mercedes,C-Class
210,905,76678,Chevrolet,Bolt
15,906,88592,Toyota,Camry
958,985,6608,Ford,Escape
222,845,71092,Chevrolet,Monte Carlo
108,895,77532,Cadillac,CT6
108,411,63769,Jeep,Renegade
253,630,55369,Honda,CR-V
220,619,52367,Ford,Explorer
85,704,48806,GMC,Sierra
420,857,62220,Hyundai,Genesis G80
166,289,12834,Dodge,Ram
313,626,20153,Chrysler,Pacifica
402,719,36707,Mercedes,C-Class
168,297,27923,Mitsubishi,Mirage
313,688,54835,Hyundai,Azera
162,523,55608,Buick,Enclave
154,753,86033,Kia,K900
371,390,3050,Jeep,Grand Cherokee
249,690,38065,Subaru,WRX
36,613,97808,Buick,Envision
73,78,1108,Mitsubishi,Lancer
104,709,85256,GMC,Sierra
927,958,3542,Buick,Enclave
208,561,40318,Lexus,RC
71,536,65415,Ford,Expedition
318,807,77427,Buick,Cascada
837,890,10429,Jeep,Renegade
75,260,41063,BMW,7 Series
71,588,66863,Subaru,Impreza
549,962,18794,Infinity,QX30
553,788,54922,Chevrolet,Impala
703,852,9672,BMW,X Series
357,482,25470,Honda,Clarity
365,720,27586,Hyundai,Tucson
185,870,107590,Cadillac,XT5
454,889,64410,Subaru,Ascent
472,647,32970,Chevrolet,Equinox
254,947,118294,Dodge,Journey
361,760,28272,Kia,Sportage
479,982,68683,Hyundai,Veloster
764,977,32635,Lexus,IS
392,1005,53690,Cadillac,CTS
26,55,4375,Hyundai,Accent
7,288,57945,Subaru,Crosstrek
388,437,8609,Subaru,WRX
338,475,25568,Kia,Sportage
195,208,1744,Chevrolet,Equinox
247,360,13773,Hyundai,Elantra
373,548,41292,Chevrolet,Trax
546,567,5654,Chevrolet,Spark
729,846,25925,Chevrolet,Cruze
610,723,26265,Toyota,Camry
159,176,2428,Chrysler,300
164,293,27318,Mazda,CX-9
465,660,33699,Kia,Forte
384,385,244,Ford,Edge
448,945,31617,Infinity,QX30
627,640,1564,Honda,HR-V
423,444,5134,Chevrolet,Spark
525,994,96185,Hyundai,Tucson
491,518,5596,Subaru,Forester
258,751,32567,Lexus,RC
319,1018,54331,Chevrolet,Traverse
225,606,30082,Buick,Lacrosse
449,954,82183,Chevrolet,Volt
698,773,7587,Ford,Focus
115,338,41731,Cadillac,XT5
98,167,6401,Ford,Focus
567,946,46639,Dodge,Demon
197,860,44389,Toyota,Corolla
102,721,38872,Toyota,Sienna
442,583,18119,Infinity,QX50
426,1013,71189,Mercedes,GLC
182,885,114037,Honda,Ridgeline
270,475,13836,Ford,F350
8,59,11140,Subaru,WRX
38,733,119379,Chevrolet,Tahoe
18,699,43183,Hyundai,Azera
351,908,96512,Toyota,Land Cruiser
446,791,49344,Dodge,Demon
237,584,42943,Hyundai,Kona
385,432,9874,Ford,Focus
738,773,7190,Honda,HR-V
892,965,8589,GMC,Terrain
21,44,3958,Ford,Edge
51,268,35116,Ford,F250
494,755,30062,Cadillac,Escalade
16,163,8460,Mitsubishi,Outlander
845,976,11649,Mazda,CX-9
143,800,29452,Honda,Ridgeline
141,172,5557,Mercedes,C-Class
464,803,64216,Subaru,Impreza
123,926,71271,Infinity,QX70
372,911,92932,Lincoln,Continental
320,733,85726,Mercedes,Cabriolet
136,533,38406,Dodge,Challenger
497,948,52050,Toyota,Camry
137,422,54957,Mitsubishi,Mirage
419,794,64944,Hyundai,Accent
649,652,800,Chevrolet,Impala
78,943,71451,Chevrolet,Traverse
207,768,101832,Ford,Expedition
369,588,48505,Chevrolet,Silverado
424,943,85633,Jeep,Compass
5,48,5936,Honda,Ridgeline
368,919,27791,Ford,Super Duty
404,449,6734,GMC,Canyon
219,304,23790,Honda,CR-V
787,932,24253,Infinity,QX80
422,769,62253,Cadillac,Escalade
973,1012,3903,Infinity,QX70
264,907,59111,Kia,Sorento
48,953,87885,Mercedes,GLA
440,795,43727,Kia,Optima
823,1022,43659,Cadillac,Escalade
101,850,69361,Subaru,BRZ
295,878,91332,Ford,Expedition
887,928,8036,Toyota,Corolla
58,1011,139105,Mercedes,C-Class
543,622,21115,Infinity,QX80
29,486,70295,Hyundai,Genesis G80
200,741,48965,Cadillac,Escalade
893,1010,14011,Hyundai,Accent
728,757,6690,Toyota,RAV4
85,308,16693,Jeep,Wrangler
168,441,49688,Ford,Ranger
88,681,93528,Honda,Fit
321,796,37943,Hyundai,Azera
239,296,11748,Lincoln,MKZ
424,487,13617,Cadillac,XTS
689,852,24755,Honda,Accord
350,795,52943,Chrysler,Pacifica
595,808,32254,Lexus,RX
44,869,115284,Chevrolet,Spark
543,680,8182,Chevrolet,Express
140,381,53161,Toyota,RAV4
117,738,39809,Honda,Odyssey
412,433,1788,Subaru,Legacy
130,523,76856,Mercedes,E-Class
181,418,29550,Kia,Sportage
253,334,15093,BMW,7 Series
129,300,23509,Honda,CR-V
222,897,47968,Cadillac,XTS
540,791,41846,Infinity,QX60
132,383,50875,Hyundai,Veloster
54,753,75510,Chevrolet,Volt
127,764,94358,Infinity,QX80
736,871,18033,BMW,4 Series
98,313,20590,Hyundai,Ioniq
232,873,118021,Chevrolet,Traverse
355,874,87570,Cadillac,CTS
39,636,46104,Toyota,Tacoma
312,813,73040,GMC,Savana
93,846,53804,Mercedes,C-Class
188,619,72484,Chevrolet,Volt
528,961,35512,Cadillac,CT6
493,756,20631,Chevrolet,Express
328,449,18672,Ford,F250
588,729,15887,Dodge,Challenger
56,979,122192,Kia,Sportage
12,167,32666,Dodge,Charger
688,773,16132,Ford,Fiesta
124,615,92575,Hyundai,Genesis G80
322,931,60763,Infinity,QX60
380,781,69657,Mercedes,Cabriolet
24,233,17642,Chevrolet,Trax
4,901,49909,Lexus,ES
691,852,20620,Jeep,Wrangler
538,813,64518,Subaru,Legacy
31,140,22188,Honda,HR-V
439,638,50666,Chevrolet,Silverado
1,594,105746,Ford,Escape
84,581,88076,Mercedes,S-Class
876,1021,27890,Infinity,QX80
869,914,10299,Hyundai,Elantra
358,607,52276,Mercedes,C-Class
161,252,7914,Honda,Clarity
249,500,51756,Ford,Fiesta
157,934,54490,Buick,Encore
199,952,111417,Lincoln,Navigator
842,1001,35051,Infinity,Q50
5,664,102352,Dodge,Journey
579,764,40221,Lexus,LC
912,917,509,Mitsubishi,Eclipse
100,107,1068,Infinity,QX50
455,702,52783,Ford,Fiesta
641,762,19127,Lexus,NX
493,890,60489,Toyota,Tacoma
20,237,16685,Toyota,Prius
252,815,115121,BMW,7 Series
333,712,39535,Lexus,IS
275,502,25230,Ford,Focus
73,892,34896,Mazda,CX-5
5,650,56559,BMW,5 Series
67,628,102647,Ford,Super Duty
672,1021,36770,Subaru,Ascent
50,1013,130097,Chevrolet,Colorado
956,991,7087,Mazda,CX-3
731,988,56413,Chevrolet,Equinox
153,536,57916,Dodge,Grand Caravan
310,557,31930,Chevrolet,Impala
468,477,1291,Subaru,Crosstrek
140,707,107427,Hyundai,Santa Fe
256,541,18892,Subaru,WRX
124,605,47476,Mercedes,S-Class
811,926,21926,Kia,Sedona
567,1020,65621,BMW,2 Series
122,693,39122,Mercedes,Cabriolet
371,846,79169,Toyota,Tacoma
178,213,4232,BMW,M Series
765,828,6656,Mercedes,C-Class
80,771,83330,Ford,Fiesta
804,883,17166,Ford,GT
250,909,44248,Lincoln,MKZ
220,897,58464,Ford,Explorer
188,385,18518,Ford,Taurus
251,462,21955,Cadillac,XTS
583,778,16232,Kia,Stinger
122,493,86581,BMW,7 Series
390,693,55766,Kia,Sedona
281,480,25153,Chevrolet,Express
280,915,94633,Toyota,RAV4
478,775,41391,Toyota,Camry
589,952,65108,Toyota,Prius
323,340,1821,Cadillac,CT6
734,919,28441,Cadillac,CTS
327,626,63837,Hyundai,Tucson
169,650,28339,Ford,Flex
316,973,74522,Hyundai,Ioniq
91,926,45994,Ford,Taurus
669,842,39755,Infinity,QX80
585,988,46289,Chevrolet,Spark
37,194,33197,Chevrolet,Camaro
352,695,49116,Lincoln,Navigator
332,727,25187,Toyota,Highlander
573,654,9492,BMW,Z4
863,950,4832,Ford,Focus
645,846,19397,Lincoln,MKZ
60,591,96365,Mercedes,C-Class
619,926,55850,Ford,Flex
911,936,3853,Toyota,4Runner
193,524,76314,Subaru,Legacy
377,888,55991,Honda,CR-V
463,1000,64580,Kia,Sorento
18,601,88830,Lexus,NX
143,1022,127441,BMW,2 Series
78,143,14035,Kia,Sorento
129,398,50005,Hyundai,Veloster
431,986,31559,Jeep,Wrangler
704,813,19195,Mercedes,Roadster
376,635,44797,Ford,Transit
168,943,48655,Honda,Pilot
243,460,14939,GMC,Sierra
276,663,63402,Honda,Ridgeline
171,326,14614,Lincoln,MKZ
233,672,53115,Mitsubishi,Eclipse
91,966,63648,Ford,Explorer
45,644,112732,BMW,3 Series
235,324,18049,Ford,F150
561,812,29953,Chevrolet,Cruze
833,996,28056,Dodge,Journey
44,399,64563,Chevrolet,Traverse
641,954,40305,BMW,4 Series
265,938,86303,Buick,Encore
509,596,13246,Toyota,Highlander
35,984,90138,Ford,Ranger
342,861,75171,Buick,Encore
174,673,59255,Mazda,Miata
452,775,22309,Mercedes,Roadster
863,952,17623,BMW,5 Series
897,910,2339,Mercedes,GLE
269,352,16963,Mercedes,Maybach
95,476,26361,Hyundai,Santa Fe
77,918,117965,Toyota,4Runner
263,290,3411,Infinity,QX30
206,353,35750,Honda,Odyssey
311,430,22754,Toyota,RAV4
546,945,31806,BMW,4 Series
84,527,64922,Honda,Civic
112,249,15213,GMC,Terrain
476,889,44512,BMW,M Series
266,805,93329,Toyota,Camry
525,726,44412,Lincoln,MKC
461,602,29935,Ford,Explorer
262,293,7694,BMW,6 Series
214,523,25189,Subaru,WRX
737,968,53901,Hyundai,Tucson
488,593,7771,Toyota,Camry
397,658,55341,Ford,F350
9,198,19730,BMW,5 Series
438,921,43553,Chevrolet,Malibu
607,798,41912,Ford,GT
242,269,5942,Chevrolet,Impala
641,692,5073,Dodge,Durango
160,595,25353,Ford,GT
720,1017,38852,GMC,Terrain
173,934,58344,GMC,Sierra
272,889,90966,Kia,Optima
244,337,18732,Infinity,QX70
757,938,35476,Mercedes,E-Class
158,1015,100175,Infinity,Q50
867,896,2545,Chrysler,Pacifica
658,1001,29698,Jeep,Wrangler
646,967,30588,Mercedes,GLA
787,1012,22232,Hyundai,Ioniq
154,789,46002,Infinity,QX80
738,889,33149,Buick,Enclave
349,370,2723,Toyota,Avalon
80,487,80225,Chevrolet,Colorado
561,798,39610,Chrysler,Pacifica
141,424,30487,Chevrolet,Impala
535,674,19306,BMW,M Series
58,901,55553,Ford,Transit
184,505,58740,Cadillac,CTS
104,725,94329,Mitsubishi,Eclipse
3,692,101957,Lexus,ES
867,1014,36705,Mercedes,GLS
71,338,48993,Kia,Cadenza
84,645,89205,Kia,Stinger
219,332,10997,Ford,Edge
1,230,25018,Honda,Ridgeline
112,713,59874,Subaru,Legacy
98,673,48387,Ford,Ranger
324,899,95947,Ford,Explorer
372,675,43115,Mazda,CX-5
372,803,82352,Ford,Taurus
268,749,80231,Lincoln,Navigator
145,998,64207,Mercedes,Roadster
622,779,40156,GMC,Sierra
484,809,42928,Kia,K900
108,683,49628,Mercedes,E-Class Wagon
515,998,66437,Dodge,Charger
197,372,15525,Toyota,Camry
367,608,39552,Kia,K900
80,277,14957,Kia,Sorento
213,536,46250,Infinity,QX30
195,428,17139,Lexus,LC
836,953,15003,BMW,2 Series
584,807,34379,Mazda,CX-9
193,266,8167,Jeep,Renegade
232,535,56282,Chevrolet,Bolt
630,643,3152,Toyota,Sienna
300,875,61208,Subaru,Legacy
331,402,7814,Mercedes,GLS
33,270,28083,BMW,4 Series
351,774,39941,Chrysler,Pacifica
433,646,30154,Chevrolet,Equinox
36,461,82518,Toyota,Tacoma
424,875,96010,Kia,Forte
243,570,49737,Kia,Sportage
223,496,41880,Hyundai,Azera
149,460,32972,Toyota,Sienna
521,970,83084,GMC,Canyon
604,881,28984,Lincoln,MKZ
115,384,41126,Infinity,QX70
436,509,13447,Kia,Rio
561,884,38633,Toyota,Sequoia
81,594,99201,Jeep,Compass
274,891,58632,Mitsubishi,Eclipse
39,736,122304,Jeep,Wrangler
236,271,7018,Subaru,Impreza
48,663,64118,Ford,Fiesta
398,907,32895,Lexus,GS
683,990,31579,Honda,CR-V
242,817,64516,Chevrolet,Express
783,982,45815,Toyota,Prius
377,822,78022,Ford,Expedition
24,569,93193,Chevrolet,Express
248,581,42944,Toyota,Prius
59,588,32566,Subaru,Legacy
667,914,21504,Kia,K900
427,438,1084,Lexus,ES
615,914,44431,Subaru,Forester
578,669,12087,Mazda,CX-5
812,815,600,Cadillac,XTS
376,995,81200,Infinity,Q70
967,996,6433,Ford,Super Duty
451,890,43113,Toyota,Land Cruiser
350,749,73891,Kia,Optima
835,926,21827,Kia,K900
336,803,69579,Ford,Ranger
552,707,25789,Toyota,Land Cruiser
264,573,62447,Buick,Lacrosse
202,445,60824,Subaru,Legacy
250,975,89455,Hyundai,Santa Fe
32,371,60538,Honda,Fit
342,857,75172,Lincoln,Navigator
575,700,13029,Lexus,LX
130,651,34185,Dodge,Durango
274,549,40711,GMC,Yukon
112,1023,73842,Subaru,Ascent
52,147,18029,Lincoln,MKC
129,420,48683,Ford,Edge
295,886,118568,Chevrolet,Bolt
368,1015,112864,Chevrolet,Corvette
20,151,24892,Ford,Fiesta
147,546,39837,Mitsubishi,Eclipse
1,618,57770,Jeep,Renegade
33,208,26088,Ford,Ecosport
609,852,37908,Jeep,Wrangler
390,959,116700,Ford,Explorer
842,929,7831,BMW,6 Series
278,333,5888,Dodge,Challenger
677,846,16901,Chrysler,Pacifica
73,132,13008,Cadillac,Escalade
443,912,72320,Dodge,Charger
179,988,95439,Honda,Pilot
909,996,13163,Chevrolet,Colorado
73,818,71573,Honda,CR-V
229,374,12127,Subaru,Ascent
711,880,16591,Buick,Cascada
446,503,13854,Kia,Forte
450,611,19285,Dodge,Ram
782,849,18730,Chevrolet,Colorado
403,606,43343,GMC,Sierra
553,794,37850,Kia,Soul
469,814,37869,Kia,Forte
144,735,39523,Infinity,QX70
507,632,9977,Subaru,Forester
88,379,39445,Chevrolet,Tahoe
168,597,94959,Hyundai,Tucson
134,677,94571,Mazda,CX-5
350,617,51083,Toyota,Camry
218,535,23311,Mercedes,C-Class
2,215,31109,BMW,6 Series
274,477,26701,Chevrolet,Monte Carlo
453,830,39373,BMW,M Series
129,462,57723,Kia,Sorento
328,345,3069,Buick,Regal
33,672,102433,Cadillac,XTS
530,881,22977,Cadillac,CTS
500,641,31773,Chevrolet,Trax
121,162,4380,Kia,Cadenza
841,922,6691,Ford,Ranger
94,771,98800,Chevrolet,Tahoe
377,796,45326,Subaru,Outback
8,85,10301,Toyota,Prius
198,947,92640,BMW,X Series
293,526,36550,Kia,Forte
253,384,13979,Mercedes,GLA
169,598,40697,Lexus,IS
1016,1023,1772,Subaru,Ascent
327,930,61692,Jeep,Compass
62,359,64245,Hyundai,Sonata
48,147,17148,Honda,Pilot
831,874,2905,Ford,Super Duty
486,777,43440,Ford,Flex
233,950,67102,Chevrolet,Traverse
292,629,37446,Lincoln,MKZ
137,464,59904,Kia,K900
705,1006,60339,Mitsubishi,Eclipse
84,147,11785,Subaru,Crosstrek
23,778,112494,Buick,Enclave
220,875,36087,Chrysler,300
762,791,3717,Hyundai,Azera
461,860,48833,Kia,Sedona
319,436,25594,Ford,Expedition
6,17,2331,Mercedes,GLA
431,604,15681,Honda,Ridgeline
165,622,31243,Chevrolet,Express
210,583,64980,Mazda,CX-5
857,964,25454,Infinity,QX60
342,639,27933,Chevrolet,Monte Carlo
463,564,15075,Ford,Taurus
248,547,64859,Honda,CR-V
272,477,27857,Chevrolet,Equinox
308,1011,120962,Subaru,WRX
365,628,25674,Chevrolet,Spark
3,48,12632,Dodge,Demon
14,753,110056,Jeep,Wrangler
123,320,43445,Kia,Soul
508,663,28511,Kia,Optima
302,323,4178,Subaru,Legacy
323,520,12998,Toyota,Highlander
65,652,65745,Subaru,Forester
451,744,66537,BMW,5 Series
529,878,74409,Honda,HR-V
47,972,66446,Chevrolet,Malibu
736,915,15519,Buick,Encore
106,883,107533,BMW,7 Series
284,925,112296,Mazda,CX-5
589,852,49284,Hyundai,Elantra
389,656,22059,Mazda,CX-5
630,691,7931,Buick,Cascada
66,859,71920,Jeep,Grand Cherokee
271,544,17273,Ford,Transit
442,637,34758,Cadillac,XT5
189,260,18986,Cadillac,CTS
782,1007,53275,GMC,Sierra
328,699,84151,Hyundai,Santa Fe
473,524,7908,Honda,Civic
138,171,4708,Jeep,Compass
46,333,54539,GMC,Acadia
105,392,52071,BMW,4 Series
203,944,47290,Ford,Mustang
370,937,75855,Ford,F350
423,856,53950,GMC,Acadia
137,550,33302,Kia,Soul
420,787,29521,Mercedes,E-Class Wagon
450,699,50745,Kia,Forte
89,512,51352,Ford,F350
273,628,28760,Kia,Forte
21,514,110052,Kia,Sorento
74,877,40517,BMW,4 Series
61,962,31791,Chrysler,300
451,560,15480,Kia,Stinger
485,786,60083,Hyundai,Kona
274,811,45959,Hyundai,Genesis G80
83,398,32786,Chevrolet,Cruze
316,597,57460,Kia,Cadenza
581,716,16898,Buick,Regal
248,299,10444,Kia,Optima
64,871,43033,Lexus,LS
313,746,28341,Chevrolet,Spark
633,982,46325,Mercedes,C-Class
510,561,10891,Infinity,QX60
259,318,11461,Chevrolet,Volt
333,856,54133,Kia,Sorento
331,972,87195,Toyota,Tacoma
740,775,6984,Infinity,QX50
12,447,45224,Kia,Forte
74,923,80522,Lincoln,MKC
76,133,4212,Ford,F250
915,1002,11913,Buick,Envision
588,949,44606,Mercedes,Maybach
167,702,91697,Mercedes,GLA
282,599,19024,Mitsubishi,Lancer
739,798,8997,Chevrolet,Colorado
375,398,5731,Subaru,Outback
110,893,132518,Mazda,CX-5
459,880,65888,Chevrolet,Impala
47,246,21021,GMC,Savana
519,932,40885,Toyota,Tundra
690,999,21516,Chevrolet,Camaro
206,659,54685,Subaru,Legacy
302,591,36240,Toyota,Land Cruiser
218,423,33391,GMC,Terrain
131,834,62328,Ford,Ranger
475,914,48631,BMW,5 Series
176,1019,72417,Cadillac,ATS
2,117,19213,Toyota,Camry
221,926,61950,Cadillac,CT6
580,633,9500,Mercedes,S-Class
177,986,75862,Lincoln,Continental
303,940,98308,BMW,X Series
328,435,24744,Lexus,RX
324,931,86273,Dodge,Challenger
610,819,30966,GMC,Yukon
275,924,103741,Lexus,LS
395,988,67829,GMC,Terrain
273,750,94769,Lincoln,Continental
128,469,50592,Dodge,Grand Caravan
61,230,35663,Dodge,Ram
413,814,63530,Lexus,ES
90,201,12179,Buick,Enclave
603,798,47637,Ford,Focus
141,466,21328,Toyota,Prius
926,997,9390,Dodge,Demon
209,492,33902,Toyota,4Runner
180,553,59793,Lexus,RC
313,660,41790,Mazda,CX-9
252,295,8757,Dodge,Charger
403,534,28571,Infinity,QX50
119,538,68989,Chevrolet,Malibu
396,489,13406,Mazda,CX-5
541,772,46523,Kia,Rio
525,686,16467,BMW,M Series
436,563,24540,Chevrolet,Silverado
227,290,5008,Honda,Odyssey
793,880,18161,Chevrolet,Silverado
207,576,60201,Subaru,Ascent
426,839,81770,Mercedes,GLE
517,740,31001,Chevrolet,Monte Carlo
345,778,91168,Mitsubishi,Lancer
979,1022,11409,Lexus,RC
965,1018,9603,Hyundai,Accent
114,565,37982,Chevrolet,Spark
52,593,56131,Ford,Focus
415,766,56133,Lexus,ES
742,913,37144,Ford,F350
181,854,120191,Toyota,RAV4
218,417,12038,Chevrolet,Spark
430,473,10525,Hyundai,Azera
373,716,56540,Ford,Focus
554,751,20120,Kia,K900
488,625,24289,Jeep,Renegade
659,768,21672,Buick,Regal
535,990,34330,Infinity,Q50
143,706,76748,Chevrolet,Bolt
685,752,8750,Dodge,Grand Caravan
300,571,53612,Infinity,QX70
163,668,42614,Kia,Forte
910,911,142,Ford,Super Duty
541,850,30174,Honda,Ridgeline
419,876,46864,Toyota,Sequoia
362,383,1788,Infinity,QX80
479,812,67483,Infinity,Q70
850,887,4687,Ford,Ecosport
140,749,38084,Ford,F350
191,560,22084,Subaru,Ascent
57,478,81608,Hyundai,Genesis G80
157,392,42440,Ford,Taurus
209,566,29477,Toyota,Prius
205,966,119557,Hyundai,Tucson
532,927,49417,Lincoln,MKC
237,268,5282,Honda,Pilot
237,260,1524,Cadillac,XT5
150,493,57968,GMC,Yukon
788,831,10651,Toyota,Corolla
609,940,82697,BMW,6 Series
46,695,59851,BMW,6 Series
696,771,16836,GMC,Acadia
404,829,76118,Lincoln,Continental
259,312,8777,Subaru,Forester
137,836,103596,Chevrolet,Volt
693,1014,43581,Kia,Soul
124,619,107729,Lincoln,MKZ
361,852,60099,BMW,5 Series
573,810,52604,Mercedes,Roadster
611,714,23575,Buick,Lacrosse
455,610,30660,Honda,Odyssey
253,298,4534,GMC,Terrain
425,802,31683,Toyota,Prius
376,417,9804,Lexus,LS
881,952,10830,Buick,Enclave
552,877,28984,Buick,Regal
475,838,73471,Cadillac,ATS
715,1010,38887,Ford,Fiesta
107,406,67412,Mercedes,E-Class
600,983,52000,GMC,Terrain
172,1007,60831,Kia,Soul
534,745,26308,Dodge,Ram
120,887,67645,Hyundai,Elantra
71,340,16357,Infinity,Q50
528,815,54539,Dodge,Ram
58,115,6761,Toyota,Prius
585,1016,78269,Honda,Ridgeline
848,889,9603,Honda,Odyssey
570,809,58267,BMW,Z4
554,833,50368,BMW,Z4
243,754,41418,Kia,K900
120,171,8156,Subaru,Legacy
51,440,68695,Toyota,Highlander
124,325,32448,Dodge,Charger
379,406,3411,Mercedes,E-Class
741,758,1400,Ford,Explorer
271,350,16558,BMW,4 Series
157,422,39221,Lexus,LX
17,890,146754,BMW,7 Series
305,762,51124,Chrysler,300
314,825,46020,Kia,Forte
838,923,12792,Toyota,Sienna
239,752,96894,Mercedes,E-Class
82,815,120958,Kia,K900
153,174,5155,Hyundai,Kona
172,243,19671,Buick,Envision
521,920,75498,Ford,Focus
135,494,65136,Kia,Cadenza
407,666,21720,Kia,Stinger
491,496,1008,Ford,Mustang
269,760,63832,Honda,Pilot
401,534,24251,Mitsubishi,Outlander
48,651,45950,Hyundai,Azera
585,776,28750,Mitsubishi,Outlander
177,294,17430,Mercedes,GLA
200,765,60961,Kia,Niro
657,776,22418,Mazda,CX-9
128,921,60258,Kia,Stinger
440,943,21630,Hyundai,Ioniq
793,914,25731,Honda,Civic
552,553,156,Infinity,QX60
154,607,50451,Honda,Accord
78,953,64149,Ford,Ecosport
134,177,5136,Mitsubishi,Outlander
178,495,24382,Lexus,LC
302,443,24421,Mercedes,GLS
465,904,25178,Mitsubishi,Eclipse
295,362,12897,Ford,Taurus
460,829,40840,Toyota,Corolla
570,835,23533,Toyota,Avalon
343,764,52176,BMW,6 Series
478,715,20120,Chevrolet,Colorado
300,661,53229,Dodge,Grand Caravan
438,441,630,Chevrolet,Cruze
86,823,109925,Mitsubishi,Outlander
72,313,33598,Honda,Pilot
536,921,43768,Kia,Soul
768,925,22905,Ford,Escape
185,298,28720,Lexus,NX
552,837,39255,Toyota,Camry
106,205,26663,Mitsubishi,Mirage
590,593,546,Ford,Mustang
263,454,24939,Kia,Sedona
339,606,65943,Chevrolet,Volt
178,497,34203,Toyota,4Runner
315,914,94933,Infinity,QX50
520,1001,71030,Lexus,IS
497,522,6668,Infinity,QX80
745,760,3529,Buick,Encore
656,669,2054,Jeep,Renegade
275,708,59755,BMW,X Series
137,244,12575,Infinity,QX60
171,514,14849,Subaru,Legacy
356,457,17188,Lexus,IS
397,732,72573,Mercedes,E-Class
141,1002,96313,Chevrolet,Monte Carlo
5,110,26499,Ford,Ranger
352,651,64093,Chevrolet,Silverado
211,750,32169,Cadillac,ATS
487,966,91009,Honda,Pilot
304,551,25197,Chevrolet,Traverse
381,508,29663,Mercedes,GLS
181,206,3779,Infinity,QX50
684,721,9737,Chevrolet,Trax
728,765,7267,Toyota,Land Cruiser
201,694,62513,GMC,Sierra
32,171,19306,Kia,K900
277,350,17459,Buick,Regal
797,802,1058,Hyundai,Sonata
162,585,24837,Mazda,CX-9
186,383,45047,Chevrolet,Traverse
260,397,22883,Ford,Edge
198,213,1564,Honda,Fit
225,620,51011,Jeep,Compass
542,869,25281,Chevrolet,Bolt
128,589,35009,Ford,GT
239,912,64614,Mercedes,Roadster
163,464,49299,Buick,Encore
435,812,73517,Kia,Soul
173,594,74584,Chrysler,300
54,755,46106,BMW,Z4
291,304,3294,Infinity,QX50
398,707,23352,Infinity,QX50
210,785,36808,Buick,Envision
113,516,50174,Jeep,Renegade
279,666,83490,Lincoln,MKC
143,748,80567,Cadillac,ATS
113,834,71945,Ford,Focus
399,916,73820,Honda,CR-V
219,544,52225,Subaru,WRX
687,798,16378,Chevrolet,Bolt
391,926,103949,Kia,Forte
44,381,44203,Subaru,Impreza
80,545,93809,Hyundai,Kona
468,791,55228,Lexus,GS
293,348,14933,Mercedes,C-Class
219,788,46434,Chevrolet,Trax
288,659,36456,Hyundai,Santa Fe
26,1003,122111,Lexus,RC
60,757,54256,Kia,Soul
12,717,118352,Toyota,Tundra
149,938,121744,Chevrolet,Bolt
27,78,9797,Hyundai,Genesis G80
119,1010,101680,Mercedes,GLE
494,517,2161,Toyota,Tundra
164,759,26173,Chevrolet,Silverado
889,1018,30461,Mercedes,GLE
286,921,92442,Mercedes,GLA
416,963,94212,Mercedes,GLC
576,649,12461,GMC,Savana
423,514,8870,Toyota,RAV4
147,470,40809,Ford,Ranger
